rank,team,conf,record,adjoe,oe Rank,adjde,de Rank,barthag,rank,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,"Fun Rk, adjt"
11,Houston,Amer,33-4,115.69124356457881,16,90.50385051829741,11,0.9439391686859079,11,33,4,16,2,16-2,0.6275515104515339,0.4600135711457494,0.6886930584095641,0.6275515104515339,0.4600135711457494,0.6886930584095641,0.7625010714040886,0.862889724965259,105.28600598574094,99.83469166497082,105.28600598574094,99.83469166497082,119.31285096289409,93.00652998758204,124.87272401616168,99.882884931093,0.928767655245049,11,0.048482185261448096,1401.0,1155.0,1216.5874999999999,1.1515817810062985,0.9493768430137578,0,0.8888888888888888,7.787223307657728,9,73,67.25881403244631
12,Auburn,SEC,30-10,121.27952381952421,5,95.17268759116762,38,0.9420051968182689,12,30,10,11,7,11-7,0.7423368012412999,0.5402815681531642,0.8125431228916793,0.7423368012412999,0.5402815681531642,0.8125431228916793,0.639269900807445,0.8009757826990437,110.25152497036909,97.15601908703829,110.25152497036909,97.15601908703829,118.15179806725152,96.1477608636565,123.05552767648508,98.82806231081689,0.9256300153017796,19,0.013852246716974936,1375.0,1285.0,1242.9,1.1062836913669643,1.033872395204763,0,0.6111111111111112,6.12122244882212,17,143,69.33008306530085
13,Virginia Tech,ACC,26-9,117.84730988542358,11,93.36679976122176,26,0.9357051456633844,13,26,9,12,6,12-6,0.66510199931073,0.42723981377349757,0.7836958607303762,0.66510199931073,0.42723981377349757,0.7836958607303762,0.6785867185283403,0.8281259268466434,107.46496924289708,98.95350688969242,107.46496924289708,98.95350688969242,117.931128182971,96.09716263255582,121.28816939911911,97.35193919873912,0.9260898587400151,14,-0.0029435943411638688,1256.0,1187.0,1147.1,1.09493505361346,1.0347833667509372,0,0.6666666666666666,4.971852579344141,20,175,65.11941934780494
14,Kansas St.,B12,25-9,107.95866860972947,81,87.79053796943896,4,0.9151450604265164,14,25,9,14,4,14-4,0.722789148146723,0.5209327242289512,0.8497905142684181,0.722789148146723,0.5209327242289512,0.8497905142684181,0.6688841173124473,0.8391889024540024,108.84210301867255,98.01887558806915,108.84210301867255,98.01887558806915,114.05056712375553,88.64630829068425,117.13533949638952,94.48364103912749,0.9221115128358915,15,0.03686115975188409,1181.0,1072.0,1116.9125000000001,1.057379159065728,0.9597887032332433,0,0.7777777777777778,6.527368436289481,14,98,64.92505645386757
15,Florida St.,ACC,29-8,111.67296911035545,38,90.86796409555842,12,0.9145829534480121,15,29,8,13,5,13-5,0.7132320109720066,0.546239434025545,0.773477091541398,0.7132320109720066,0.546239434025545,0.773477091541398,0.6592257098115522,0.8090389529621873,109.38669897793469,97.8432284727382,109.38669897793469,97.8432284727382,111.22897395945778,92.11262290051577,132.05578550862106,103.06868138068585,0.9453203402699654,17,0.09800109394502854,1293.0,1198.0,1238.4624999999999,1.0440364564934346,0.9673284415151853,0,0.7222222222222222,7.635689234858718,10,14,70.00633308450645
16,Iowa St.,B12,23-12,118.36845247220208,9,96.585546967365,55,0.9120391384350901,16,23,12,9,9,9-9,0.7261058808976674,0.5087638099472179,0.8501449384389903,0.7261058808976674,0.5087638099472179,0.8501449384389903,0.6570368064904901,0.8317533953971681,108.66977942858567,97.80959182662923,108.66977942858567,97.80959182662923,118.50506406011431,98.19039205427416,127.30497701231936,101.15092316734359,0.9336821500649664,18,-0.02352096864942399,1319.0,1280.0,1216.775,1.0840130673296213,1.0519611267489881,0,0.5,4.284528765054109,22,230,69.1006528971834
17,Kansas,B12,26-10,112.93685408693796,28,92.43758519710215,17,0.9091577925013089,17,26,10,12,6,12-6,0.7982254061687782,0.7149722042334102,0.8504734862000864,0.7982254061687782,0.7149722042334102,0.8504734862000864,0.6037031677629608,0.6802299786527282,111.58285647222662,96.46023296164051,111.58285647222662,96.46023296164051,113.35595857348078,92.87304262433128,130.66952947834014,106.78167938411971,0.9106566020928671,21,0.09965344114619779,1301.0,1265.0,1260.7500000000002,1.0319254412056313,1.0033710093198491,0,0.6666666666666666,8.316114268544716,8,13,71.45494255503257
18,Wisconsin,B10,23-11,108.19160939123162,77,88.58103481395771,5,0.9088637379819338,18,23,11,14,6,14-6,0.7557491795199835,0.561216223828049,0.8432568614881341,0.7557491795199835,0.561216223828049,0.8432568614881341,0.6178961842943046,0.7363301981294679,109.20724422515416,96.71353527813147,109.20724422515416,96.71353527813147,108.407266068184,87.14433092149653,117.2027504578701,94.26803609580584,0.9244410741343614,21,0.04039579395562831,1305.0,1206.0,1302.2999999999997,1.0020732550103666,0.9260539046302697,0,0.7,6.283052560423785,15,91,64.95124953319281
19,LSU,SEC,28-7,117.93537455639274,10,96.63667856203367,56,0.908091532999838,19,28,7,16,2,16-2,0.7226184298168099,0.5832970054912454,0.7924131078236301,0.7226184298168099,0.5832970054912454,0.7924131078236301,0.6736604895523108,0.7885458233193705,108.82345605970399,98.02019954732539,108.82345605970399,98.02019954732539,120.41962315901498,96.80490547456357,122.08771828822628,98.83509610399278,0.9190717153922887,16,0.11151350650752301,1482.0,1351.0,1316.2,1.1259686977662968,1.026439750797751,0,0.8888888888888888,7.325896238891359,11,6,71.20861221823868
20,Louisville,ACC,20-14,112.90265176732254,29,93.05743963037133,21,0.9023007312943128,20,20,14,10,8,10-8,0.7269200305908099,0.6057656586348045,0.7975341854324688,0.7269200305908099,0.6057656586348045,0.7975341854324688,0.6364831093150348,0.7278177478443102,109.68874159015708,97.47401095227804,109.68874159015708,97.47401095227804,112.83795909468864,90.1431739637102,123.55102064095388,102.48995089082327,0.8955966663707218,17,-0.051827987879221604,1294.0,1209.0,1243.7875000000001,1.0403706420911931,0.9720309940403806,0,0.5555555555555556,2.290751739911729,32,281,68.59405495744105
21,Texas,B12,21-16,113.34132679352857,25,93.72268226983647,27,0.8989608729921524,21,21,16,8,10,8-10,0.7625300368314692,0.6397265094461297,0.8516342974861212,0.7625300368314692,0.6397265094461297,0.8516342974861212,0.6460440186795834,0.7410071676084076,110.12851650459521,97.12977969587223,110.12851650459521,97.12977969587223,118.07056417557631,97.77720169479724,133.1572621507606,107.64539650489479,0.9202623201001883,18,-0.07582018506825094,1230.0,1189.0,1130.0875,1.0884112955855187,1.0521309190660015,0,0.4444444444444444,-0.5276329817538684,58,316,66.13434894706386
22,Mississippi St.,SEC,23-11,116.90766286024103,13,96.75685648217835,58,0.8980375270555496,22,23,11,10,8,10-8,0.7317207685528784,0.5877088480604887,0.8240969478598252,0.7317207685528784,0.5877088480604887,0.8240969478598252,0.671268761019177,0.794387406266982,109.68890915159322,98.55836997004943,109.68890915159322,98.55836997004943,116.06442644879115,96.82649309800507,131.4938800861346,109.81312507996704,0.888159034694092,17,0.009545680527356715,1354.0,1310.0,1251.025,1.0823125037469274,1.0471413440978397,0,0.5555555555555556,4.534570907566707,21,155,69.02849393920614
23,UCF,Amer,24-9,112.70978273276407,30,93.28878168799002,25,0.8979671008558565,23,24,9,13,5,13-5,0.6438133114656761,0.4690064561071699,0.7180511568065592,0.6438133114656761,0.4690064561071699,0.7180511568065592,0.7457078661398862,0.8894190472683073,105.77292737516538,98.95168149983529,105.77292737516538,98.95168149983529,111.84390237771565,92.50095065977933,111.45853646437726,97.64055043943063,0.820852998873736,11,-0.014630802412581079,1265.0,1158.0,1197.4125000000001,1.056444625390164,0.9670852776298894,0,0.7222222222222222,2.037479761975865,33,207,66.39257098932771
24,Florida,SEC,20-16,110.3474818493088,55,91.61004702804107,15,0.894737549937352,24,20,16,9,9,9-9,0.7516951643702047,0.6314275121484079,0.7983055079496741,0.7516951643702047,0.6314275121484079,0.7983055079496741,0.6308788097387463,0.7508476731185959,110.39077654317276,97.16168293100436,110.39077654317276,97.16168293100436,110.67742405138786,93.60994168565482,117.27480924153538,98.97129219431716,0.8756032142719551,18,-0.06503490380035482,1215.0,1203.0,1177.6125,1.0317485590548674,1.0215584498296342,0,0.5,0.659030706453043,47,300,64.27141956445197
25,Wofford,SC,30-5,116.357414713096,14,97.08554402530737,63,0.8891760632820583,25,30,5,18,0,18-0,0.49363674309447825,0.46380975132523267,0.4673606129481094,0.49363674309447825,0.46380975132523267,0.4673606129481094,0.8075371402882023,0.7399302555784865,105.17935219601202,103.04632959277562,105.17935219601202,103.04632959277562,117.80240917767999,98.14325223094437,119.09509411684724,100.88455168311822,0.8708362467463462,7,0.06276717850853819,1499.0,1195.0,1222.3374999999999,1.2263388794011476,0.9776350639655579,0,1.0,4.02681171264982,24,54,67.1381824405797
26,Maryland,B10,23-11,111.6079675255421,40,93.26329184666957,24,0.8874552628910937,26,23,11,13,7,13-7,0.7234838983765073,0.44520391702840423,0.8575390271488578,0.7234838983765073,0.44520391702840423,0.8575390271488578,0.6508706587014149,0.872905640039166,109.42613108321927,97.82868905063057,109.42613108321927,97.82868905063057,114.15002255692957,92.14651835803252,120.48205989055347,99.85749723231345,0.8965255687067067,17,0.04800896959432421,1341.0,1287.0,1295.0124999999998,1.0355112402389939,0.9938128010347392,0,0.65,4.197176237408525,23,76,67.68172238571063
27,Cincinnati,Amer,28-7,112.27557331496965,34,93.84911911880354,29,0.8871126349512506,27,28,7,14,4,14-4,0.6441741189447132,0.4864577133901713,0.7190524985070673,0.6441741189447132,0.4864577133901713,0.7190524985070673,0.7447185006797058,0.8489430487113775,106.8982396550491,100.28356314841437,106.8982396550491,100.28356314841437,111.03457737265798,94.60570490461916,118.25529604386827,97.2257400151471,0.9048072971039287,11,0.07618268106618098,1259.0,1167.0,1184.7125,1.0627050866771472,0.9850491152916846,0,0.7777777777777778,5.788289463793605,18,31,65.03238955821122
28,VCU,A10,25-8,104.55700836132225,152,87.64410797800376,3,0.8838241173471646,28,25,8,16,2,16-2,0.5685434602499274,0.6100180719026985,0.5184920927103454,0.5685434602499274,0.6100180719026985,0.5184920927103454,0.8135084796640581,0.7741660967813782,105.25057549854894,101.70772626151856,105.25057549854894,101.70772626151856,106.72661652692146,87.95387278868893,102.77801754437183,86.19590941566942,0.8832332397374876,4,-0.03531080971581191,1312.0,1069.0,1227.45,1.0688826428775102,0.8709112387469957,0,0.8888888888888888,1.1476297483180793,41,252,69.70957797495531
29,Buffalo,MAC,32-4,113.55224370795374,24,95.33671410135983,41,0.8819214075636858,29,32,4,16,2,16-2,0.5660664486787494,0.4948127889406104,0.5717921930123523,0.5660664486787494,0.4948127889406104,0.5717921930123523,0.8132312639229856,0.8145251426587887,104.68346332332801,100.9642209700623,104.68346332332801,100.9642209700623,113.27286951912107,95.42716764160944,113.80632979391227,101.36249741155842,0.7911121319990274,4,0.10014922492673284,1539.0,1290.0,1367.425,1.1254730606797447,0.943378978737408,0,0.8888888888888888,5.5099342319860085,19,12,74.93583109922827
30,Oklahoma,B12,20-14,110.49428335149503,49,93.06973270150817,22,0.8779940206970146,30,20,14,7,11,7-11,0.7954351551523269,0.7036177408979303,0.8540121273018609,0.7954351551523269,0.7036177408979303,0.8540121273018609,0.6211376963423053,0.7456838535474154,110.09884147796458,95.70762095023895,110.09884147796458,95.70762095023895,108.61343569200316,95.36790215315385,119.06372540482667,99.80346801786469,0.8838333919603759,17,0.010891897141925622,1201.0,1263.0,1213.7875000000001,0.989464795114466,1.0405445763776606,0,0.3888888888888889,2.5224598549821495,31,150,70.28034943943757
31,Clemson,ACC,20-14,107.17835471596976,103,90.33012746961575,10,0.8772634993335114,31,20,14,9,9,9-9,0.6942548193009305,0.5561021252637368,0.7891937980443101,0.6942548193009305,0.5561021252637368,0.7891937980443101,0.7018715532032107,0.827564399166114,107.8442616958723,98.25573347879806,107.8442616958723,98.25573347879806,107.26323243583467,87.78614967446477,110.56710408347831,97.05888156697011,0.8173514135515313,15,-0.07572914022857868,1172.0,1126.0,1188.5874999999999,0.9860443593761504,0.9473429596054141,0,0.5,0.10006439051482088,49,315,67.41520893202798
32,Penn St.,B10,14-18,109.92794986440796,59,92.77559125679112,18,0.8755423532222331,32,14,18,7,13,7-13,0.7693083410522508,0.6129412410558975,0.852354925869319,0.7693083410522508,0.6129412410558975,0.852354925869319,0.6380673186967436,0.7971193029206938,109.66829290044672,96.45012266213364,109.66829290044672,96.45012266213364,109.96441709075468,93.032093836534,119.73720982905587,103.06290280324521,0.8487125672045958,17,-0.15376076189877652,1363.0,1388.0,1367.4499999999998,0.9967457676697504,1.015027971772277,0,0.35,-2.7315709693085184,82,351,68.92333751785426
33,Oregon,P12,25-13,108.07647737365473,79,91.69991981485262,16,0.8687158864762456,33,25,13,10,8,10-8,0.6369525177642479,0.543460445869594,0.6578588857534011,0.6369525177642479,0.543460445869594,0.6578588857534011,0.7588520185919915,0.7887433967160435,107.15560445263243,100.79646118580939,107.15560445263243,100.79646118580939,105.74077416146176,94.11253890830912,110.2388948172119,92.69113500723974,0.8801482574096424,8,-0.05396601780867771,1233.0,1162.0,1191.6374999999998,1.0347106397709036,0.9751287618927738,0,0.5555555555555556,-1.1418795843547278,64,285,65.3566441071488
34,Saint Mary's,WCC,22-12,113.11094417619626,27,96.33550231485489,53,0.8636709776703093,34,22,12,11,5,11-5,0.5886218579349475,0.5194590966151533,0.6070459467788571,0.5886218579349475,0.5194590966151533,0.6070459467788571,0.7679899640272279,0.8214223824123165,106.1365870293574,101.27470901428984,106.1365870293574,101.27470901428984,113.12402152160271,96.48704857810341,109.36340859912234,98.60759952990688,0.7668434070336513,8,-0.07397354613772722,1117.0,1026.0,1016.2749999999999,1.099111952965487,1.0095692602888,0,0.6875,-0.8133545972889956,60,312,64.06947561899857
35,Syracuse,ACC,20-14,110.44984626021449,51,94.16956947734015,30,0.8622186847545952,35,20,14,10,8,10-8,0.7036364118821183,0.5513518131958226,0.794969456476717,0.7036364118821183,0.5513518131958226,0.794969456476717,0.6865748073618521,0.8442268472911812,108.20037294845235,97.66707228021129,108.20037294845235,97.66707228021129,110.15989429502403,92.85148367437813,117.6500225780207,102.10515008731737,0.836125540797625,15,-0.04047335826303733,1225.0,1226.0,1220.3625,1.00380010038001,1.0046195290333815,0,0.5555555555555556,0.4465096036882902,48,263,67.31807512073713
36,Nevada,MWC,29-5,112.49963043946303,32,95.94558403740413,48,0.8618141941554016,36,29,5,15,3,15-3,0.5583356233968202,0.5696453448150798,0.5216439481542317,0.5583356233968202,0.5696453448150798,0.5216439481542317,0.8353662507876605,0.8420690644911661,104.61515332136572,102.30940157126723,104.61515332136572,102.30940157126723,110.76900009027227,93.43194075743874,108.40770512467508,101.9941150141365,0.6684796124061643,2,0.06679602285361375,1453.0,1189.0,1296.1499999999999,1.1210122285229334,0.9173320989083055,0,0.8333333333333334,3.8485766322145896,25,45,70.81518612117337
37,Marquette,BE,24-10,111.71241286854622,37,95.91343882325415,47,0.8523987170641988,37,24,10,12,6,12-6,0.6653196350398624,0.5342422813189003,0.74149442358566,0.6653196350398624,0.5342422813189003,0.74149442358566,0.7483589655772698,0.7897315889389485,106.56977148323755,99.41730511774738,106.56977148323755,99.41730511774738,111.63257560218341,96.83742472920993,140.6275501959192,121.5993519515798,0.8418299846692175,10,0.034401482214943435,1361.0,1286.0,1258.1125000000002,1.0817792526502994,1.0221661417401064,0,0.6666666666666666,2.726202342779755,29,104,70.46370546380973
38,TCU,B12,23-14,109.79388160194927,60,94.51137381444937,32,0.8486013529302365,38,23,14,7,11,7-11,0.716617128131356,0.5080297786947588,0.8573262232700077,0.716617128131356,0.5080297786947588,0.8573262232700077,0.6849933599668067,0.8756994457003937,108.96507146879078,98.28322089139793,108.96507146879078,98.28322089139793,112.35713316100612,97.9202978382641,113.51437073515734,99.63866878463226,0.817478973591366,16,0.017624514578088446,1294.0,1350.0,1266.5375000000001,1.0216831321615032,1.0658981672473178,0,0.3888888888888889,1.0845010676401796,42,136,70.06701004897941
39,Villanova,BE,26-10,114.63984101437543,20,98.9357260627821,93,0.8447806033837442,39,26,10,13,5,13-5,0.7045626074297321,0.6069247365983038,0.7423506073691055,0.7045626074297321,0.6069247365983038,0.7423506073691055,0.7216094999938627,0.7563080067315455,108.28185674588453,99.27747859461364,108.28185674588453,99.27747859461364,117.50489169287918,99.88618453240355,119.29425849680086,108.77808326568872,0.742930928817518,9,0.0917663604279424,1337.0,1222.0,1171.8750000000002,1.1409066666666665,1.042773333333333,0,0.7222222222222222,3.6137138529272317,26,19,65.05769469484724
40,Mississippi,SEC,20-13,113.269515777539,26,97.85055452974805,76,0.843272324933426,40,20,13,10,8,10-8,0.6959433195626233,0.5075077222797797,0.8165248999264011,0.6959433195626233,0.5075077222797797,0.8165248999264011,0.6963224946131717,0.8390474680399821,108.63179014780057,98.905553911844,108.63179014780057,98.905553911844,114.3790025820443,96.72880739144948,121.15167767810313,107.1866982006326,0.8035163147414163,16,0.000594323746992198,1330.0,1310.0,1251.0625,1.063096368087126,1.0471099565369435,0,0.5555555555555556,0.9459948852542679,43,173,69.66070834254384
41,Baylor,B12,20-14,114.571505200615,22,99.18924269074567,97,0.8399626146750752,41,20,14,10,8,10-8,0.7098724194026381,0.4567415896940582,0.8582962238828157,0.7098724194026381,0.4567415896940582,0.8582962238828157,0.6496253217227014,0.8588397122356143,108.32587741768451,97.51240792227519,108.32587741768451,97.51240792227519,118.90360343548241,99.47805259295393,130.25253680431095,111.81791120612579,0.8525746865627554,19,0.03014830668870283,1308.0,1274.0,1197.4125000000001,1.0923553913125175,1.0639608322111218,0,0.5555555555555556,0.9389161819380777,44,109,66.56613944386629
42,Iowa,B10,23-12,116.06484082358718,15,100.57732491466678,116,0.8384926276721744,42,23,12,10,10,10-10,0.7122158447805825,0.41612451278236073,0.8392239720696665,0.7122158447805825,0.41612451278236073,0.8392239720696665,0.6557311631423696,0.8822247116899802,107.97424993593769,97.44712636864203,107.97424993593769,97.44712636864203,117.41081178201011,102.44560380062141,129.08591559218326,111.15695866501382,0.8480839973830756,17,0.0950037657704429,1501.0,1533.0,1403.5375000000001,1.0694406098875162,1.0922401432095685,0,0.5,3.228017370580821,27,16,70.88472815613541
43,North Carolina St.,ACC,24-12,112.37298845310774,33,97.48389957026096,68,0.8367944684346842,43,24,12,9,9,9-9,0.6163640383573398,0.346106676458708,0.7749931375557393,0.6163640383573398,0.346106676458708,0.7749931375557393,0.7074219255880342,0.8593013361497065,106.19804023438388,99.92610929599515,106.19804023438388,99.92610929599515,111.25246039688233,97.34196542261586,126.89467591552327,107.62451034472423,0.8692283926135865,15,0.03703288437425456,1350.0,1343.0,1289.7749999999999,1.046694190847241,1.0412668876354405,0,0.5,1.906432722287331,35,97,72.79028402401563
44,Utah St.,MWC,28-7,111.32045153772202,43,96.80798711429534,59,0.8329054263389933,44,28,7,15,3,15-3,0.4985432681558322,0.4794568634381753,0.4781208248062373,0.4985432681558322,0.4794568634381753,0.4781208248062373,0.832446406510328,0.8092547467698658,103.58425516105046,103.17459886110387,103.58425516105046,103.17459886110387,111.65269170336875,100.39587527840104,100.3975385837976,82.87374005511208,0.9007801943551714,4,0.04055623213528603,1394.0,1228.0,1231.7624999999998,1.1317116733136463,0.996945433880314,0,0.8333333333333334,2.0072826750300465,34,90,69.62866630759396
45,Ohio St.,B10,20-15,107.84333469437358,85,93.78437416997836,28,0.832901942600105,45,20,15,8,12,8-12,0.7405771940383413,0.49884438318791136,0.8407597147659039,0.7405771940383413,0.49884438318791136,0.8407597147659039,0.6378160466770187,0.8309247659310707,109.93627437150491,97.61685547827412,109.93627437150491,97.61685547827412,107.04218841506733,94.34515794310013,116.97260883387216,102.57258782346015,0.8191714917746442,18,0.03661012736899327,1291.0,1354.0,1319.2,0.978623408126137,1.0263796240145542,0,0.4,0.8949798125486418,45,100,67.15424709535937
46,Nebraska,B10,19-17,112.5329202476156,31,98.12809373883947,80,0.8285206826498747,46,19,17,6,14,6-14,0.7369897066178945,0.48560390620253274,0.8550882729295924,0.7369897066178945,0.48560390620253274,0.8550882729295924,0.6356845625685648,0.804259556673637,109.08459591392841,96.21886092088197,109.08459591392841,96.21886092088197,110.81465514278584,99.53907360974571,120.09230358955647,107.24775670348723,0.7859811189331869,19,0.0013290568016831594,1346.0,1462.0,1335.2250000000001,1.0080698009698739,1.094946544589863,0,0.3,0.0017220970982979034,52,170,68.00734206050242
47,Minnesota,B10,22-14,110.38267539242779,54,96.2593315960446,52,0.828414744670726,47,22,14,9,11,9-11,0.7487282503414497,0.47794508403210684,0.8519424732547499,0.7487282503414497,0.47794508403210684,0.8519424732547499,0.6265570512853684,0.8842221660241517,109.646073829587,96.72387619244068,109.646073829587,96.72387619244068,110.94713514644505,96.5392040133595,113.19090910385731,101.73324178497963,0.7733456704219889,18,0.09262214424675652,1359.0,1399.0,1338.2375,1.0155148095909732,1.0454048702117524,0,0.45,2.7200067077148464,30,18,68.7969129882241
48,Creighton,BE,20-15,110.93703070991032,46,97.0662193030927,62,0.8228893844222331,48,20,15,9,9,9-9,0.6856226936753987,0.5846445999797188,0.7448033492219461,0.6856226936753987,0.5846445999797188,0.7448033492219461,0.7376556327300877,0.7644737826811279,108.39844385544173,99.29666875276871,108.39844385544173,99.29666875276871,111.04567959080234,98.48353317775835,119.05056616393315,105.84553544133017,0.794460716774059,9,-0.04994546625249208,1352.0,1332.0,1267.075,1.0670244460667284,1.0512400607698833,0,0.5,-2.28935235529615,75,277,70.05527138256944
